captions,id
"<start> Inside a room with people watching, a baby in an orange shirt takes a bottle of beer out of a cooler. <end>",5329
<start> A black toddler wearing a orange teeshirt and diapers in a house walks up to a red cooler with a white tip and opens it reaches inside a comes out with a bottle of beer. <end>,5329
<start> An African toddler in an orange shirt opens a red and white cooler and takes out a bottle of beer. <end>,5329
"<start> An infant boy approaches a cooler in a room, surrounded by adults, when he opes the cooler, pulls out a bottle of beer, yells and celebrates to the delight of the adults. <end>",5329
"<start> A hand starts the music on an electronic gadget with a rectangular screen, and the camera focus moves to a bearded man in a knitted red and gold helmet with an eye-mask that shows white triangles. <end>",5330
"<start> Inside a living room, a man with his eyes covered plays with a controller. <end>",5330
<start> In a living room a bearded white man with a red and yellow knitted had and wearing a black band with white triangles over his eyes and a brown teeshirt is playing with a game. <end>,5330
<start> A man in a red and yellow crocheted hat and white triangles over his eyes fiddles with a device. <end>,5330
"<start> In a living room, a blind-folded young man is wearing a strange hat and smiling at a gaming screen. <end>",5330
"<start> A man in a suit is seen from inside a car driving down an urban street in front of a big marble building, and the driver laughs at the man who is walking with difficulty while his arms move like a windmill. <end>",5331
<start> Outside a car passing by while a man in a suit jacket looks like he is having trouble walking down the street. <end>,5331
"<start> A white man dressed in a white shirt, back sport coat and grey trousers is having trouble walking down the street because of very heavy winds as a vehicle goes by and the person in the vehicle laughs at his predicament. <end>",5331
"<start> A man in a dark jacket appears to swim as he walks along the sidewalk, as seen from a car. <end>",5331
"<start> A man in a suit and on a sidewalk, appears to be bucking a very strong wind while walking. <end>",5331
"<start> Two large beige dogs lie on a carpet in a living room, one clutching a tennis ball in his mouth as the other tries to get it away. <end>",5332
"<start> Inside a room, a dog tries to take a ball out of another's mouth. <end>",5332
<start> Two dogs in a living room one laying down with a green tennis ball in it's mouth and the other drying to get away from him. <end>,5332
<start> One tan dog has a green tennis ball in its mouth and a second dog tries to take it. <end>,5332
"<start> A Labrador retriever is holding a ball in its mouth on the floor of a living room, while another dog, sitting beside, tries to retrieve the ball as well. <end>",5332
"<start> A man in a turquoise shirt runs slowly across a farmyard driveway onto a house patio, followed by two tiny kittens, one black and the other orange. <end>",5333
"<start> Outside, two puppies run behind a man in a blue shirt with tan shorts. <end>",5333
<start> In a farm yard a white man wearing lot green shirt and tan shorts is acting like he is running away from two kittens one black and the other tan. <end>,5333
"<start> Two little kittens, one black and one orange, follow a boy in a blue shirt as he runs across a yard. <end>",5333
<start> A young man is chased around a barnyard by two infant kittens. <end>,5333
<start> A man seated in a barbershop holds his hands over his mouth in horror as he sees his head has been very closely shaven with a widow's peak that only reaches to the middle of his skull. <end>,5334
<start> In a barber shop a man in a blue shirt realizes how much hair was shaved off. <end>,5334
"<start> In a barber shop with a pool table a white man with a blue barbers cloths on over his cloths, appears to be upset over his shaved head <end>",5334
"<start> A man looks in a mirror, feels his nearly bald head and covers his face with his hands, another man in a barber chair in the background. <end>",5334
"<start> A man, in a barber chair, covers his mouth and shows surprise at his strange haircut. <end>",5334
"<start> Two men play table tennis in a green indoor room, with the man in red shirt missing two shots from the blue-shirted man and then having his shot hit the net and bounce back to the man's dismay. <end>",5335
"<start> In a green room, two young Asian men play ping pong. <end>",5335
<start> Two Oriental men playing tennis one is wearing a red teeshirt with black sleeves and shorts is wearing a blue shirt. <end>,5335
"<start> Two Asian boys, one in red and one in blue, play table tennis in a green room. <end>",5335
"<start> Two asian table tennis players on an indoor court, are playing, when one makes an excellent serve and a pair of slams to the screams of the other. <end>",5335
<start> The camera pans from a large black computer screen with white writing past complex multi-colored wires to a green board covered with microchips on a cream-colored desk top. <end>,5337
<start> A computer memory board is being shown. <end>,5337
<start> In a electrical with a computer screen a mother board is being tested. <end>,5337
"<start> A computer monitor with words on it appears, followed by wires and boards. <end>",5337
<start> A pan shot of a computer screen on an indoor table to a power circuit board. <end>,5337
<start> A young man and woman mug for a selfie on a smartphone in a wide hall at the Arrivals area of an airport. <end>,5338
